"","MatchID","TeamID","OriginPlayerID","DestinationPlayerID","MatchPeriod","EventTime","EventSubType","EventOrigin_x","EventOrigin_y","EventDestination_x","EventDestination_y"
"65",1,"Opponent1","Opponent1_F3","Opponent1_F2","1H",504.396917,"Simple pass",46,16,45,52
"66",1,"Opponent1","Opponent1_F2","Opponent1_M2","1H",506.680864,"Simple pass",45,52,45,68
"67",1,"Opponent1","Opponent1_M2","Opponent1_D1","1H",510.874655,"Simple pass",45,68,57,72
"68",1,"Opponent1","Opponent1_D1","Opponent1_D2","1H",512.290179,"Simple pass",57,72,59,62
"69",1,"Opponent1","Opponent1_D2","Opponent1_M3","1H",516.923641,"Simple pass",39,48,43,14
"70",1,"Opponent1","Opponent1_M3","Opponent1_F3","1H",520.306956,"Smart pass",43,14,1,28
"71",1,"Opponent1","Opponent1_M3","Opponent1_D1","1H",605.781783,"Simple pass",38,32,45,71
"72",1,"Opponent1","Opponent1_D1","Opponent1_M1","1H",607.665948,"Simple pass",45,71,40,73
"73",1,"Opponent1","Opponent1_M1","Opponent1_M2","1H",609.742066,"Simple pass",40,73,29,92
"74",1,"Opponent1","Opponent1_M2","Opponent1_F2","1H",611.626465,"Simple pass",29,92,33,86
"75",1,"Opponent1","Opponent1_F2","Opponent1_M2","1H",614.115182,"Smart pass",33,86,10,93
"76",1,"Opponent1","Opponent1_D2","Opponent1_F2","1H",628.545296,"Head pass",47,85,25,90
"77",1,"Huskies","Huskies_D2","Huskies_F2","1H",634.315811,"Simple pass",35,61,32,72
"78",1,"Huskies","Huskies_D1","Huskies_D3","1H",638.716336,"Simple pass",20,67,22,37
"79",1,"Huskies","Huskies_D3","Huskies_M3","1H",644.849345,"Simple pass",41,42,44,35
"80",1,"Huskies","Huskies_M3","Huskies_M2","1H",648.45343,"Simple pass",44,35,58,25
"81",1,"Huskies","Huskies_M2","Huskies_M3","1H",648.788178,"Simple pass",58,25,44,45
"82",1,"Huskies","Huskies_M3","Huskies_D1","1H",654.272547,"Simple pass",44,45,45,88
"83",1,"Huskies","Huskies_D1","Huskies_M1","1H",656.786591,"Simple pass",45,88,46,66
"84",1,"Huskies","Huskies_M1","Huskies_D2","1H",658.984182,"Simple pass",46,66,35,53
"85",1,"Huskies","Huskies_D2","Huskies_D3","1H",660.927154,"Simple pass",35,53,36,26
"86",1,"Huskies","Huskies_D3","Huskies_D4","1H",662.816659,"Simple pass",36,26,44,9
"87",1,"Huskies","Huskies_D4","Huskies_D3","1H",664.192536,"Simple pass",44,9,29,28
"88",1,"Huskies","Huskies_D3","Huskies_D1","1H",666.398299,"Simple pass",29,28,30,88
"89",1,"Huskies","Huskies_D1","Huskies_M1","1H",670.794207,"Simple pass",30,88,54,98
"90",1,"Huskies","Huskies_M1","Huskies_D1","1H",672.485389,"Simple pass",54,98,40,88
"91",1,"Huskies","Huskies_D1","Huskies_D2","1H",677.030895,"Simple pass",40,88,39,58
"92",1,"Huskies","Huskies_D2","Huskies_D3","1H",679.627443,"Simple pass",39,58,42,22
"93",1,"Huskies","Huskies_D3","Huskies_D4","1H",681.346038,"Simple pass",42,22,45,7
"94",1,"Opponent1","Opponent1_G1","Opponent1_D3","1H",694.414732,"Hand pass",87,31,72,4
"95",1,"Opponent1","Opponent1_D3","Opponent1_M2","1H",698.002619,"Simple pass",72,4,68,9
"96",1,"Opponent1","Opponent1_M2","Opponent1_G1","1H",699.267219,"Simple pass",68,9,91,36
"97",1,"Huskies","Huskies_M2","Huskies_D4","1H",717.476578,"Simple pass",88,10,94,5
"98",1,"Huskies","Huskies_D4","Huskies_M2","1H",719.441687,"Simple pass",94,5,82,5
"99",1,"Huskies","Huskies_M3","Huskies_D3","1H",763.935874,"Simple pass",31,4,26,15
"100",1,"Huskies","Huskies_D3","Huskies_D2","1H",766.375013,"Simple pass",26,15,28,46
"101",1,"Huskies","Huskies_D2","Huskies_D1","1H",768.959506,"Simple pass",28,46,27,75
"102",1,"Huskies","Huskies_M1","Huskies_F2","1H",831.334785,"Simple pass",20,54,23,63
"103",1,"Huskies","Huskies_F2","Huskies_F1","1H",833.172272,"Head pass",23,63,31,97
"104",1,"Huskies","Huskies_F3","Huskies_M2","1H",876.588559,"Simple pass",41,13,37,25
"105",1,"Huskies","Huskies_M2","Huskies_F3","1H",877.617215,"Simple pass",37,25,44,11
"106",1,"Huskies","Huskies_D3","Huskies_F3","1H",888.407529,"High pass",43,40,76,8
"107",1,"Opponent1","Opponent1_G1","Opponent1_D2","1H",907.768956,"Simple pass",81,39,58,84
"108",1,"Opponent1","Opponent1_D2","Opponent1_F1","1H",911.123578,"High pass",58,84,15,52
"109",1,"Huskies","Huskies_D1","Huskies_F3","1H",918.981968,"Simple pass",29,79,54,51
"110",1,"Huskies","Huskies_D2","Huskies_D1","1H",940.147302,"Simple pass",28,49,27,80
"111",1,"Opponent1","Opponent1_F2","Opponent1_M1","1H",948.626794,"Simple pass",70,84,63,67
"112",1,"Opponent1","Opponent1_M1","Opponent1_M2","1H",952.727927,"Simple pass",63,67,53,46
"113",1,"Opponent1","Opponent1_M1","Opponent1_F1","1H",974.161228,"Simple pass",42,90,27,85
"114",1,"Huskies","Huskies_M2","Huskies_D2","1H",977.642684,"Simple pass",36,73,27,85
"115",1,"Opponent1","Opponent1_F1","Opponent1_M1","1H",978.084482,"Simple pass",29,80,44,74
"116",1,"Opponent1","Opponent1_M1","Opponent1_D3","1H",978.887699,"Simple pass",44,74,37,40
"117",1,"Opponent1","Opponent1_D3","Opponent1_M1","1H",983.654621,"Simple pass",37,40,40,64
"118",1,"Opponent1","Opponent1_M1","Opponent1_M2","1H",987.186874,"Simple pass",40,64,29,33
"119",1,"Opponent1","Opponent1_M2","Opponent1_D3","1H",989.23669,"Simple pass",29,33,43,29
"120",1,"Opponent1","Opponent1_D3","Opponent1_M1","1H",991.232253,"Simple pass",43,29,45,48
"121",1,"Opponent1","Opponent1_M1","Opponent1_D2","1H",995.008376,"Simple pass",45,48,42,68
"122",1,"Opponent1","Opponent1_D2","Opponent1_M3","1H",997.713151,"Simple pass",42,68,35,60
"123",1,"Opponent1","Opponent1_M3","Opponent1_M1","1H",999.236592,"Simple pass",35,60,36,44
"124",1,"Opponent1","Opponent1_M1","Opponent1_D2","1H",1002.00926,"Simple pass",36,44,25,70
"125",1,"Opponent1","Opponent1_D2","Opponent1_F2","1H",1003.705746,"Simple pass",25,70,28,41
"126",1,"Opponent1","Opponent1_M2","Opponent1_M2","1H",1017.845967,"Simple pass",22,82,26,92
"127",1,"Opponent1","Opponent1_M2","Opponent1_M1","1H",1018.977244,"Simple pass",26,92,36,60
"128",1,"Opponent1","Opponent1_M1","Opponent1_F2","1H",1024.129555,"Simple pass",36,60,31,42
"129",1,"Opponent1","Opponent1_F2","Opponent1_M1","1H",1025.488721,"Simple pass",31,42,36,47
"130",1,"Opponent1","Opponent1_M1","Opponent1_D3","1H",1026.600096,"Simple pass",36,47,26,17
"131",1,"Opponent1","Opponent1_D3","Opponent1_F2","1H",1032.126828,"Simple pass",26,17,34,33
"132",1,"Opponent1","Opponent1_M3","Opponent1_D3","1H",1048.457823,"Simple pass",20,21,20,16
"133",1,"Huskies","Huskies_D3","Huskies_G1","1H",1080.525643,"Simple pass",15,18,13,45
"134",1,"Huskies","Huskies_G1","Huskies_M1","1H",1083.673768,"High pass",13,45,39,97
"135",1,"Huskies","Huskies_M1","Huskies_D1","1H",1086.548868,"Head pass",39,97,31,77
"136",1,"Huskies","Huskies_D1","Huskies_M3","1H",1088.3517,"Simple pass",31,77,33,47
"137",1,"Huskies","Huskies_M3","Huskies_D3","1H",1092.134846,"Simple pass",33,47,29,12
"138",1,"Huskies","Huskies_D3","Huskies_D4","1H",1098.1089,"Simple pass",71,8,72,7
"139",1,"Huskies","Huskies_D3","Huskies_D1","1H",1114.347374,"Simple pass",58,8,41,73
"140",1,"Huskies","Huskies_M3","Huskies_M1","1H",1124.056621,"Simple pass",62,62,62,72
"141",1,"Huskies","Huskies_M1","Huskies_F2","1H",1128.904817,"Simple pass",62,72,70,78
"142",1,"Huskies","Huskies_F2","Huskies_M1","1H",1129.81297,"Simple pass",70,78,74,60
"143",1,"Huskies","Huskies_M1","Huskies_F1","1H",1145.628269,"Simple pass",65,96,70,98
"144",1,"Huskies","Huskies_F1","Huskies_F2","1H",1148.496105,"Simple pass",70,98,68,83
"145",1,"Huskies","Huskies_F2","Huskies_D3","1H",1150.556157,"Simple pass",68,83,66,38
"146",1,"Huskies","Huskies_D3","Huskies_D4","1H",1154.053777,"Simple pass",66,38,79,4
"147",1,"Huskies","Huskies_M2","Huskies_M1","1H",1184.199743,"Simple pass",70,8,65,61
"148",1,"Opponent1","Opponent1_D2","Opponent1_G1","1H",1212.753315,"Simple pass",67,86,82,45
"149",1,"Opponent1","Opponent1_G1","Opponent1_F3","1H",1228.919596,"Launch",82,45,24,12
"150",1,"Huskies","Huskies_M3","Huskies_D4","1H",1234.888756,"Simple pass",28,19,19,5
"151",1,"Huskies","Huskies_D4","Huskies_D2","1H",1237.056443,"Simple pass",19,5,21,39
"152",1,"Huskies","Huskies_D2","Huskies_D1","1H",1240.195071,"Simple pass",21,39,27,76
"153",1,"Huskies","Huskies_D1","Huskies_M1","1H",1243.277878,"Simple pass",27,76,40,96
"154",1,"Huskies","Huskies_M1","Huskies_F1","1H",1246.983038,"High pass",40,96,74,98
"155",1,"Huskies","Huskies_M2","Huskies_G1","1H",1285.762328,"Head pass",29,52,12,43
"156",1,"Huskies","Huskies_G1","Huskies_M1","1H",1299.229819,"High pass",12,43,44,81
"157",1,"Huskies","Huskies_M1","Huskies_F2","1H",1304.927402,"Simple pass",44,81,49,75
"158",1,"Huskies","Huskies_F2","Huskies_D1","1H",1306.588143,"Simple pass",49,75,34,80
"159",1,"Huskies","Huskies_D1","Huskies_D2","1H",1308.752362,"Simple pass",34,80,28,51
"160",1,"Huskies","Huskies_D2","Huskies_D3","1H",1311.029947,"Simple pass",28,51,38,24
"161",1,"Huskies","Huskies_D3","Huskies_M1","1H",1314.932615,"Simple pass",38,24,42,67
"162",1,"Huskies","Huskies_M1","Huskies_F2","1H",1317.250553,"Simple pass",42,67,54,92
"163",1,"Huskies","Huskies_F2","Huskies_M1","1H",1318.781728,"Simple pass",54,92,61,79
"164",1,"Huskies","Huskies_F1","Huskies_F2","1H",1323.783423,"Simple pass",70,98,72,100
"165",1,"Huskies","Huskies_F3","Huskies_D2","1H",1336.828397,"Simple pass",60,92,53,78
"166",1,"Huskies","Huskies_D2","Huskies_D3","1H",1338.621719,"Simple pass",53,78,61,18
"167",1,"Huskies","Huskies_D3","Huskies_M3","1H",1342.78861,"Simple pass",61,18,55,51
"168",1,"Huskies","Huskies_M3","Huskies_M1","1H",1347.364783,"Simple pass",55,51,51,68
"169",1,"Huskies","Huskies_M1","Huskies_D1","1H",1351.186662,"Simple pass",51,68,62,99
"170",1,"Huskies","Huskies_D1","Huskies_M1","1H",1355.635433,"Simple pass",62,99,58,93
"171",1,"Huskies","Huskies_M1","Huskies_D2","1H",1357.802034,"Simple pass",58,93,45,60
"172",1,"Huskies","Huskies_D2","Huskies_D3","1H",1360.51092,"Simple pass",45,60,53,29
"173",1,"Huskies","Huskies_D3","Huskies_M2","1H",1364.552237,"Simple pass",53,29,65,22
"174",1,"Huskies","Huskies_M2","Huskies_M3","1H",1365.514369,"Simple pass",65,22,59,37
"175",1,"Huskies","Huskies_M3","Huskies_M2","1H",1367.816744,"Simple pass",60,33,57,23
"176",1,"Huskies","Huskies_M2","Huskies_M3","1H",1368.148627,"Simple pass",57,23,68,7
"177",1,"Huskies","Huskies_M3","Huskies_D3","1H",1371.360714,"Simple pass",68,7,51,20
"178",1,"Huskies","Huskies_D3","Huskies_D2","1H",1373.937659,"Simple pass",51,20,47,56
"179",1,"Huskies","Huskies_D2","Huskies_D1","1H",1377.038876,"Simple pass",47,56,60,87
"180",1,"Huskies","Huskies_D1","Huskies_F1","1H",1380.185092,"Simple pass",60,87,68,97
"181",1,"Huskies","Huskies_F1","Huskies_D1","1H",1382.378471,"Simple pass",68,97,89,96
"182",1,"Huskies","Huskies_D1","Huskies_D4","1H",1384.757142,"Cross",89,96,98,3
"183",1,"Huskies","Huskies_M2","Huskies_D4","1H",1480.756475,"Simple pass",50,13,50,7
"184",1,"Huskies","Huskies_D4","Huskies_D3","1H",1482.471513,"Simple pass",50,7,39,15
"185",1,"Huskies","Huskies_F3","Huskies_D3","1H",1497.018515,"Simple pass",57,10,53,5
"186",1,"Huskies","Huskies_D3","Huskies_G1","1H",1539.323848,"Simple pass",11,18,3,33
"187",1,"Huskies","Huskies_G1","Huskies_F1","1H",1542.460396,"High pass",3,33,39,98
"188",1,"Huskies","Huskies_F2","Huskies_M3","1H",1563.565089,"Simple pass",53,75,41,75
"189",1,"Huskies","Huskies_M3","Huskies_D1","1H",1565.577677,"Simple pass",41,75,35,79
"190",1,"Huskies","Huskies_D1","Huskies_D2","1H",1566.797006,"Simple pass",35,79,31,47
"191",1,"Huskies","Huskies_D2","Huskies_D3","1H",1569.287655,"Simple pass",31,47,43,12
"192",1,"Huskies","Huskies_D3","Huskies_M2","1H",1573.214242,"Simple pass",43,12,61,17
"193",1,"Huskies","Huskies_M2","Huskies_D3","1H",1574.779483,"Simple pass",61,17,58,39
"194",1,"Huskies","Huskies_D3","Huskies_M1","1H",1577.213654,"Simple pass",58,39,47,71
"195",1,"Huskies","Huskies_M1","Huskies_M3","1H",1587.209976,"Simple pass",47,71,40,81
"196",1,"Huskies","Huskies_M3","Huskies_D2","1H",1589.202639,"Simple pass",40,81,48,31
"197",1,"Huskies","Huskies_D2","Huskies_F2","1H",1591.554177,"Simple pass",48,31,48,26
"198",1,"Huskies","Huskies_F2","Huskies_D3","1H",1598.02757,"Simple pass",48,26,66,7
"199",1,"Huskies","Huskies_M1","Huskies_F2","1H",1633.128835,"Simple pass",47,42,56,34
"200",1,"Huskies","Huskies_F2","Huskies_D4","1H",1637.294235,"Simple pass",71,25,80,5
"201",1,"Huskies","Huskies_D4","Huskies_F2","1H",1640.147845,"Simple pass",80,5,74,25
"202",1,"Huskies","Huskies_G1","Huskies_D1","1H",1657.171668,"Hand pass",9,27,38,81
"203",1,"Huskies","Huskies_D1","Huskies_D2","1H",1665.270361,"Simple pass",38,81,33,54
"204",1,"Huskies","Huskies_D2","Huskies_D1","1H",1669.642262,"Simple pass",33,54,39,80
"205",1,"Huskies","Huskies_D1","Huskies_F2","1H",1671.45486,"Simple pass",39,80,51,93
"206",1,"Huskies","Huskies_F2","Huskies_D1","1H",1673.213406,"Simple pass",51,93,42,85
"207",1,"Huskies","Huskies_D1","Huskies_D2","1H",1677.421522,"Simple pass",42,85,35,57
"208",1,"Huskies","Huskies_D2","Huskies_D3","1H",1679.747834,"Simple pass",35,57,46,19
"209",1,"Huskies","Huskies_D3","Huskies_D4","1H",1683.925207,"Simple pass",46,19,49,5
"210",1,"Huskies","Huskies_D4","Huskies_M3","1H",1685.592344,"Simple pass",49,5,55,18
"211",1,"Huskies","Huskies_M3","Huskies_M2","1H",1687.033235,"Simple pass",55,18,57,13
"212",1,"Huskies","Huskies_M2","Huskies_D4","1H",1688.522032,"Simple pass",57,13,50,6
"213",1,"Opponent1","Opponent1_M1","Opponent1_M2","1H",1693.228444,"Simple pass",62,28,38,33
"214",1,"Huskies","Huskies_M2","Huskies_F1","1H",1704.03903,"Simple pass",23,76,47,96
"215",1,"Huskies","Huskies_M1","Huskies_M3","1H",1746.903336,"Simple pass",56,75,54,40
"216",1,"Huskies","Huskies_M3","Huskies_D3","1H",1750.189462,"Simple pass",54,40,59,13
"217",1,"Huskies","Huskies_D3","Huskies_D2","1H",1754.896087,"Simple pass",59,13,59,52
"218",1,"Huskies","Huskies_D2","Huskies_F2","1H",1757.479116,"Simple pass",59,52,63,87
"219",1,"Opponent1","Opponent1_F1","Opponent1_F2","1H",1791.104249,"Simple pass",21,86,32,82
"220",1,"Opponent1","Opponent1_F2","Opponent1_D4","1H",1794.176617,"Simple pass",32,82,49,51
"221",1,"Opponent1","Opponent1_D4","Opponent1_M1","1H",1797.149069,"Simple pass",49,51,46,43
"222",1,"Opponent1","Opponent1_M1","Opponent1_F1","1H",1799.09619,"High pass",46,43,10,85
"223",1,"Opponent1","Opponent1_F1","Opponent1_D1","1H",1804.670882,"Simple pass",10,85,27,92
"224",1,"Opponent1","Opponent1_D1","Opponent1_F2","1H",1808.428454,"Simple pass",27,92,18,77
"225",1,"Huskies","Huskies_D2","Huskies_G1","1H",1812.953534,"Simple pass",9,76,8,51
"226",1,"Huskies","Huskies_G1","Huskies_M1","1H",1822.710938,"High pass",8,51,37,97
"227",1,"Huskies","Huskies_M1","Huskies_D1","1H",1826.660725,"Simple pass",37,97,23,88
"228",1,"Huskies","Huskies_D1","Huskies_D2","1H",1829.697402,"Simple pass",23,88,30,56
"229",1,"Huskies","Huskies_D2","Huskies_D3","1H",1832.538832,"Simple pass",30,56,32,15
"230",1,"Huskies","Huskies_D3","Huskies_M3","1H",1836.667946,"Simple pass",32,15,31,30
"231",1,"Huskies","Huskies_M3","Huskies_D2","1H",1838.558993,"Simple pass",31,30,24,66
"232",1,"Huskies","Huskies_D2","Huskies_D1","1H",1841.354526,"Simple pass",24,66,29,87
"233",1,"Huskies","Huskies_D1","Huskies_M1","1H",1846.845569,"Simple pass",49,89,60,96
"234",1,"Huskies","Huskies_M1","Huskies_D1","1H",1848.000515,"Simple pass",60,96,59,88
"235",1,"Huskies","Huskies_D1","Huskies_M1","1H",1851.737334,"Simple pass",59,88,59,96
"236",1,"Huskies","Huskies_M1","Huskies_F1","1H",1855.768635,"Simple pass",59,96,65,97
"237",1,"Huskies","Huskies_F1","Huskies_M1","1H",1857.827687,"Simple pass",65,97,35,98
"238",1,"Huskies","Huskies_M1","Huskies_D1","1H",1860.404204,"Simple pass",35,98,42,75
"239",1,"Huskies","Huskies_D1","Huskies_D2","1H",1863.162182,"Simple pass",42,75,36,49
"240",1,"Huskies","Huskies_D2","Huskies_D3","1H",1867.026749,"Simple pass",36,49,43,7
"241",1,"Huskies","Huskies_D3","Huskies_F2","1H",1871.077439,"Simple pass",43,7,62,15
"242",1,"Huskies","Huskies_F2","Huskies_D3","1H",1877.423511,"Simple pass",62,15,46,15
"243",1,"Huskies","Huskies_D3","Huskies_M1","1H",1880.031284,"Simple pass",46,15,52,50
"244",1,"Huskies","Huskies_M3","Huskies_D1","1H",1888.719293,"Simple pass",58,56,58,90
"245",1,"Huskies","Huskies_D1","Huskies_M3","1H",1893.355778,"Simple pass",58,90,59,71
"246",1,"Huskies","Huskies_M3","Huskies_D1","1H",1897.04089,"Simple pass",59,71,59,97
"247",1,"Opponent1","Opponent1_M2","Opponent1_M1","1H",1999.175661,"Simple pass",9,7,16,8
"248",1,"Opponent1","Opponent1_F2","Opponent1_D1","1H",2033.788496,"Simple pass",22,19,47,46
"249",1,"Opponent1","Opponent1_D1","Opponent1_M3","1H",2037.291987,"Simple pass",47,46,42,66
"250",1,"Opponent1","Opponent1_M3","Opponent1_D2","1H",2078.86416,"Simple pass",70,84,86,75
"251",1,"Opponent1","Opponent1_D2","Opponent1_F1","1H",2080.274576,"High pass",86,75,46,72
"252",1,"Huskies","Huskies_M1","Huskies_M3","1H",2118.764274,"Simple pass",39,96,43,88
"253",1,"Huskies","Huskies_M3","Huskies_M1","1H",2119.149915,"Simple pass",43,88,38,91
"254",1,"Huskies","Huskies_M1","Huskies_D2","1H",2120.051016,"Simple pass",38,91,27,57
"255",1,"Huskies","Huskies_D2","Huskies_D1","1H",2121.197577,"Simple pass",27,57,27,90
"256",1,"Huskies","Huskies_D1","Huskies_D3","1H",2123.417423,"High pass",27,90,31,13
"257",1,"Huskies","Huskies_M2","Huskies_M3","1H",2156.892131,"Simple pass",42,18,44,23
"258",1,"Opponent1","Opponent1_D3","Opponent1_D2","1H",2160.647917,"Simple pass",70,22,69,70
"259",1,"Opponent1","Opponent1_D2","Opponent1_D1","1H",2164.441078,"Simple pass",69,70,66,86
"260",1,"Opponent1","Opponent1_D1","Opponent1_F2","1H",2169.746612,"Simple pass",66,86,58,91
"261",1,"Opponent1","Opponent1_F2","Opponent1_D2","1H",2171.979814,"Simple pass",58,91,57,94
"262",1,"Huskies","Huskies_D2","Huskies_F1","1H",2179.707154,"Head pass",34,95,26,99
"263",1,"Huskies","Huskies_F1","Huskies_D1","1H",2183.016682,"Simple pass",26,99,27,90
"264",1,"Huskies","Huskies_D1","Huskies_D2","1H",2184.710294,"Simple pass",27,90,19,73
"265",1,"Huskies","Huskies_D2","Huskies_D3","1H",2187.707719,"Simple pass",19,73,20,24
"266",1,"Huskies","Huskies_D3","Huskies_M3","1H",2190.098122,"Simple pass",20,24,33,53
"267",1,"Huskies","Huskies_M3","Huskies_M2","1H",2198.159963,"Simple pass",59,28,55,12
"268",1,"Opponent1","Opponent1_M3","Opponent1_F2","1H",2203.708633,"Simple pass",66,37,58,63
"269",1,"Opponent1","Opponent1_F2","Opponent1_M1","1H",2207.635025,"Simple pass",53,47,53,36
