"","MatchID","TeamID","OriginPlayerID","DestinationPlayerID","MatchPeriod","EventTime","EventType","EventSubType","EventOrigin_x","EventOrigin_y","EventDestination_x","EventDestination_y","Consecutive_pass","index"
"25",1,"Huskies","Huskies_D1","Huskies_D2","1H",495.203497,"Pass","Simple pass",40,86,43,46,-1,139
"26",1,"Huskies","Huskies_D2","Huskies_D3","1H",499.177369,"Pass","Simple pass",43,46,44,13,10,140
"27",1,"Huskies","Huskies_D3","Huskies_M3","1H",644.849345,"Pass","Simple pass",41,42,44,35,-1,176
"28",1,"Huskies","Huskies_M3","Huskies_M2","1H",648.45343,"Pass","Simple pass",44,35,58,25,-1,177
"29",1,"Huskies","Huskies_M2","Huskies_M3","1H",648.788178,"Pass","Simple pass",58,25,44,45,-1,178
"30",1,"Huskies","Huskies_M3","Huskies_D1","1H",654.272547,"Pass","Simple pass",44,45,45,88,-1,179
"31",1,"Huskies","Huskies_D1","Huskies_M1","1H",656.786591,"Pass","Simple pass",45,88,46,66,-1,180
"32",1,"Huskies","Huskies_M1","Huskies_D2","1H",658.984182,"Pass","Simple pass",46,66,35,53,-1,181
"33",1,"Huskies","Huskies_D2","Huskies_D3","1H",660.927154,"Pass","Simple pass",35,53,36,26,-1,182
"34",1,"Huskies","Huskies_D3","Huskies_D4","1H",662.816659,"Pass","Simple pass",36,26,44,9,-1,183
"35",1,"Huskies","Huskies_D4","Huskies_D3","1H",664.192536,"Pass","Simple pass",44,9,29,28,-1,184
"36",1,"Huskies","Huskies_D3","Huskies_D1","1H",666.398299,"Pass","Simple pass",29,28,30,88,-1,185
"37",1,"Huskies","Huskies_D1","Huskies_M1","1H",670.794207,"Pass","Simple pass",30,88,54,98,-1,186
"38",1,"Huskies","Huskies_M1","Huskies_D1","1H",672.485389,"Pass","Simple pass",54,98,40,88,-1,187
"39",1,"Huskies","Huskies_D1","Huskies_D2","1H",677.030895,"Pass","Simple pass",40,88,39,58,-1,188
"40",1,"Huskies","Huskies_D2","Huskies_D3","1H",679.627443,"Pass","Simple pass",39,58,42,22,-1,189
"41",1,"Huskies","Huskies_D3","Huskies_D4","1H",681.346038,"Pass","Simple pass",42,22,45,7,15,190
"42",1,"Huskies","Huskies_M2","Huskies_G1","1H",1285.762328,"Pass","Head pass",29,52,12,43,-1,361
"43",1,"Huskies","Huskies_G1","Huskies_M1","1H",1299.229819,"Pass","High pass",12,43,44,81,-1,362
"44",1,"Huskies","Huskies_M1","Huskies_F2","1H",1304.927402,"Pass","Simple pass",44,81,49,75,-1,363
"45",1,"Huskies","Huskies_F2","Huskies_D1","1H",1306.588143,"Pass","Simple pass",49,75,34,80,-1,364
"46",1,"Huskies","Huskies_D1","Huskies_D2","1H",1308.752362,"Pass","Simple pass",34,80,28,51,-1,365
"47",1,"Huskies","Huskies_D2","Huskies_D3","1H",1311.029947,"Pass","Simple pass",28,51,38,24,-1,366
"48",1,"Huskies","Huskies_D3","Huskies_M1","1H",1314.932615,"Pass","Simple pass",38,24,42,67,-1,367
"49",1,"Huskies","Huskies_M1","Huskies_F2","1H",1317.250553,"Pass","Simple pass",42,67,54,92,-1,368
"50",1,"Huskies","Huskies_F2","Huskies_M1","1H",1318.781728,"Pass","Simple pass",54,92,61,79,9,369
"51",1,"Huskies","Huskies_F3","Huskies_D2","1H",1336.828397,"Pass","Simple pass",60,92,53,78,-1,376
"52",1,"Huskies","Huskies_D2","Huskies_D3","1H",1338.621719,"Pass","Simple pass",53,78,61,18,-1,377
"53",1,"Huskies","Huskies_D3","Huskies_M3","1H",1342.78861,"Pass","Simple pass",61,18,55,51,-1,378
"54",1,"Huskies","Huskies_M3","Huskies_M1","1H",1347.364783,"Pass","Simple pass",55,51,51,68,-1,379
"55",1,"Huskies","Huskies_M1","Huskies_D1","1H",1351.186662,"Pass","Simple pass",51,68,62,99,-1,380
"56",1,"Huskies","Huskies_D1","Huskies_M1","1H",1355.635433,"Pass","Simple pass",62,99,58,93,-1,381
"57",1,"Huskies","Huskies_M1","Huskies_D2","1H",1357.802034,"Pass","Simple pass",58,93,45,60,-1,382
"58",1,"Huskies","Huskies_D2","Huskies_D3","1H",1360.51092,"Pass","Simple pass",45,60,53,29,-1,383
"59",1,"Huskies","Huskies_D3","Huskies_M2","1H",1364.552237,"Pass","Simple pass",53,29,65,22,-1,384
"60",1,"Huskies","Huskies_M2","Huskies_M3","1H",1365.514369,"Pass","Simple pass",65,22,59,37,10,385
"61",1,"Huskies","Huskies_M3","Huskies_M2","1H",1367.816744,"Pass","Simple pass",60,33,57,23,-1,387
"62",1,"Huskies","Huskies_M2","Huskies_M3","1H",1368.148627,"Pass","Simple pass",57,23,68,7,-1,388
"63",1,"Huskies","Huskies_M3","Huskies_D3","1H",1371.360714,"Pass","Simple pass",68,7,51,20,-1,389
"64",1,"Huskies","Huskies_D3","Huskies_D2","1H",1373.937659,"Pass","Simple pass",51,20,47,56,-1,390
"65",1,"Huskies","Huskies_D2","Huskies_D1","1H",1377.038876,"Pass","Simple pass",47,56,60,87,-1,391
"66",1,"Huskies","Huskies_D1","Huskies_F1","1H",1380.185092,"Pass","Simple pass",60,87,68,97,-1,392
"67",1,"Huskies","Huskies_F1","Huskies_D1","1H",1382.378471,"Pass","Simple pass",68,97,89,96,-1,393
"68",1,"Huskies","Huskies_D1","Huskies_D4","1H",1384.757142,"Pass","Cross",89,96,98,3,8,394
"69",1,"Huskies","Huskies_F2","Huskies_M3","1H",1563.565089,"Pass","Simple pass",53,75,41,75,-1,431
"70",1,"Huskies","Huskies_M3","Huskies_D1","1H",1565.577677,"Pass","Simple pass",41,75,35,79,-1,432
"71",1,"Huskies","Huskies_D1","Huskies_D2","1H",1566.797006,"Pass","Simple pass",35,79,31,47,-1,433
"72",1,"Huskies","Huskies_D2","Huskies_D3","1H",1569.287655,"Pass","Simple pass",31,47,43,12,-1,434
"73",1,"Huskies","Huskies_D3","Huskies_M2","1H",1573.214242,"Pass","Simple pass",43,12,61,17,-1,435
"74",1,"Huskies","Huskies_M2","Huskies_D3","1H",1574.779483,"Pass","Simple pass",61,17,58,39,-1,436
"75",1,"Huskies","Huskies_D3","Huskies_M1","1H",1577.213654,"Pass","Simple pass",58,39,47,71,-1,437
"76",1,"Huskies","Huskies_M1","Huskies_M3","1H",1587.209976,"Pass","Simple pass",47,71,40,81,-1,438
"77",1,"Huskies","Huskies_M3","Huskies_D2","1H",1589.202639,"Pass","Simple pass",40,81,48,31,-1,439
"78",1,"Huskies","Huskies_D2","Huskies_F2","1H",1591.554177,"Pass","Simple pass",48,31,48,26,-1,440
"79",1,"Huskies","Huskies_F2","Huskies_D3","1H",1598.02757,"Pass","Simple pass",48,26,66,7,11,441
"80",1,"Huskies","Huskies_G1","Huskies_D1","1H",1657.171668,"Pass","Hand pass",9,27,38,81,-1,465
"81",1,"Huskies","Huskies_D1","Huskies_D2","1H",1665.270361,"Pass","Simple pass",38,81,33,54,-1,466
"82",1,"Huskies","Huskies_D2","Huskies_D1","1H",1669.642262,"Pass","Simple pass",33,54,39,80,-1,467
"83",1,"Huskies","Huskies_D1","Huskies_F2","1H",1671.45486,"Pass","Simple pass",39,80,51,93,-1,468
"84",1,"Huskies","Huskies_F2","Huskies_D1","1H",1673.213406,"Pass","Simple pass",51,93,42,85,-1,469
"85",1,"Huskies","Huskies_D1","Huskies_D2","1H",1677.421522,"Pass","Simple pass",42,85,35,57,-1,470
"86",1,"Huskies","Huskies_D2","Huskies_D3","1H",1679.747834,"Pass","Simple pass",35,57,46,19,-1,471
"87",1,"Huskies","Huskies_D3","Huskies_D4","1H",1683.925207,"Pass","Simple pass",46,19,49,5,-1,472
"88",1,"Huskies","Huskies_D4","Huskies_M3","1H",1685.592344,"Pass","Simple pass",49,5,55,18,-1,473
"89",1,"Huskies","Huskies_M3","Huskies_M2","1H",1687.033235,"Pass","Simple pass",55,18,57,13,-1,474
"90",1,"Huskies","Huskies_M2","Huskies_D4","1H",1688.522032,"Pass","Simple pass",57,13,50,6,11,475
"91",1,"Huskies","Huskies_D2","Huskies_G1","1H",1812.953534,"Pass","Simple pass",9,76,8,51,-1,500
"92",1,"Huskies","Huskies_G1","Huskies_M1","1H",1822.710938,"Pass","High pass",8,51,37,97,-1,501
"93",1,"Huskies","Huskies_M1","Huskies_D1","1H",1826.660725,"Pass","Simple pass",37,97,23,88,-1,502
"94",1,"Huskies","Huskies_D1","Huskies_D2","1H",1829.697402,"Pass","Simple pass",23,88,30,56,-1,503
"95",1,"Huskies","Huskies_D2","Huskies_D3","1H",1832.538832,"Pass","Simple pass",30,56,32,15,-1,504
"96",1,"Huskies","Huskies_D3","Huskies_M3","1H",1836.667946,"Pass","Simple pass",32,15,31,30,-1,505
"97",1,"Huskies","Huskies_M3","Huskies_D2","1H",1838.558993,"Pass","Simple pass",31,30,24,66,-1,506
"98",1,"Huskies","Huskies_D2","Huskies_D1","1H",1841.354526,"Pass","Simple pass",24,66,29,87,8,507
"99",1,"Huskies","Huskies_D1","Huskies_M1","1H",1846.845569,"Pass","Simple pass",49,89,60,96,-1,509
"100",1,"Huskies","Huskies_M1","Huskies_D1","1H",1848.000515,"Pass","Simple pass",60,96,59,88,-1,510
"101",1,"Huskies","Huskies_D1","Huskies_M1","1H",1851.737334,"Pass","Simple pass",59,88,59,96,-1,511
"102",1,"Huskies","Huskies_M1","Huskies_F1","1H",1855.768635,"Pass","Simple pass",59,96,65,97,-1,512
"103",1,"Huskies","Huskies_F1","Huskies_M1","1H",1857.827687,"Pass","Simple pass",65,97,35,98,-1,513
"104",1,"Huskies","Huskies_M1","Huskies_D1","1H",1860.404204,"Pass","Simple pass",35,98,42,75,-1,514
"105",1,"Huskies","Huskies_D1","Huskies_D2","1H",1863.162182,"Pass","Simple pass",42,75,36,49,-1,515
"106",1,"Huskies","Huskies_D2","Huskies_D3","1H",1867.026749,"Pass","Simple pass",36,49,43,7,-1,516
"107",1,"Huskies","Huskies_D3","Huskies_F2","1H",1871.077439,"Pass","Simple pass",43,7,62,15,-1,517
"108",1,"Huskies","Huskies_F2","Huskies_D3","1H",1877.423511,"Pass","Simple pass",62,15,46,15,-1,518
"109",1,"Huskies","Huskies_D3","Huskies_M1","1H",1880.031284,"Pass","Simple pass",46,15,52,50,11,519
"110",1,"Huskies","Huskies_D2","Huskies_D3","1H",2259.099422,"Pass","Simple pass",47,56,59,27,-1,613
"111",1,"Huskies","Huskies_D3","Huskies_D2","1H",2263.265102,"Pass","Simple pass",59,27,45,54,-1,614
"112",1,"Huskies","Huskies_D2","Huskies_D1","1H",2265.891061,"Pass","Simple pass",45,54,59,87,-1,615
"113",1,"Huskies","Huskies_D1","Huskies_M1","1H",2268.48019,"Pass","Simple pass",59,87,58,97,-1,616
"114",1,"Huskies","Huskies_M1","Huskies_F1","1H",2270.659114,"Pass","Simple pass",58,97,70,97,-1,617
"115",1,"Huskies","Huskies_F1","Huskies_F2","1H",2271.209893,"Pass","Simple pass",70,97,64,86,-1,618
"116",1,"Huskies","Huskies_F2","Huskies_M1","1H",2273.203025,"Pass","Simple pass",64,86,74,84,-1,619
"117",1,"Huskies","Huskies_M1","Huskies_F3","1H",2275.340976,"Pass","Simple pass",74,84,79,78,-1,620
"118",1,"Huskies","Huskies_F3","Huskies_F2","1H",2276.34669,"Pass","Simple pass",79,78,84,77,9,621
"119",1,"Huskies","Huskies_M3","Huskies_M1","2H",598.946931,"Pass","Simple pass",60,18,56,14,-1,900
"120",1,"Huskies","Huskies_M1","Huskies_D4","2H",600.13529,"Pass","Simple pass",56,14,66,1,-1,901
"121",1,"Huskies","Huskies_D4","Huskies_M3","2H",602.700935,"Pass","Simple pass",66,1,52,36,-1,902
"122",1,"Huskies","Huskies_M3","Huskies_F2","2H",606.442922,"Pass","Simple pass",52,36,56,61,-1,903
"123",1,"Huskies","Huskies_F2","Huskies_D5","2H",608.782481,"Pass","Simple pass",56,61,76,93,-1,904
"124",1,"Huskies","Huskies_D5","Huskies_F2","2H",611.567972,"Pass","Simple pass",76,93,70,81,-1,905
"125",1,"Huskies","Huskies_F2","Huskies_D4","2H",614.1992,"Pass","High pass",70,81,97,17,-1,906
"126",1,"Huskies","Huskies_D4","Huskies_M2","2H",618.09998,"Pass","Simple pass",97,17,86,30,8,907
"127",1,"Huskies","Huskies_D3","Huskies_D1","2H",1055.571282,"Pass","Head pass",45,43,47,69,-1,1047
"128",1,"Huskies","Huskies_D1","Huskies_F2","2H",1057.982562,"Pass","Simple pass",47,69,51,90,-1,1048
"129",1,"Huskies","Huskies_F2","Huskies_D1","2H",1060.046212,"Pass","Simple pass",51,90,34,69,-1,1049
"130",1,"Huskies","Huskies_D1","Huskies_M3","2H",1062.227838,"Pass","Simple pass",34,69,44,45,-1,1050
"131",1,"Huskies","Huskies_M3","Huskies_M1","2H",1065.895743,"Pass","Simple pass",44,45,45,77,-1,1051
"132",1,"Huskies","Huskies_M1","Huskies_F2","2H",1068.509604,"Pass","Simple pass",45,77,56,93,-1,1052
"133",1,"Huskies","Huskies_F2","Huskies_M1","2H",1071.229253,"Pass","Simple pass",56,93,53,84,-1,1053
"134",1,"Huskies","Huskies_M1","Huskies_M3","2H",1073.260675,"Pass","Simple pass",53,84,42,65,-1,1054
"135",1,"Huskies","Huskies_M3","Huskies_D1","2H",1074.615463,"Pass","Simple pass",42,65,30,62,-1,1055
"136",1,"Huskies","Huskies_D1","Huskies_D3","2H",1076.887466,"Pass","Simple pass",30,62,28,30,-1,1056
"137",1,"Huskies","Huskies_D3","Huskies_M1","2H",1079.487261,"Pass","Simple pass",28,30,43,43,-1,1057
"138",1,"Huskies","Huskies_M1","Huskies_M3","2H",1082.434383,"Pass","Simple pass",43,43,38,66,-1,1058
"139",1,"Huskies","Huskies_M3","Huskies_D5","2H",1085.072635,"Pass","Simple pass",38,66,50,94,-1,1059
"140",1,"Huskies","Huskies_D5","Huskies_M3","2H",1087.289312,"Pass","Simple pass",50,94,50,78,-1,1060
"141",1,"Huskies","Huskies_M3","Huskies_M1","2H",1089.568527,"Pass","Simple pass",50,78,58,67,-1,1061
"142",1,"Huskies","Huskies_M1","Huskies_M3","2H",1091.116871,"Pass","Simple pass",58,67,45,60,-1,1062
"143",1,"Huskies","Huskies_M3","Huskies_D3","2H",1092.507219,"Pass","Simple pass",45,60,33,24,17,1063
"144",2,"Huskies","Huskies_D1","Huskies_G1","2H",851.92701,"Pass","Simple pass",37,61,8,44,-1,2455
"145",2,"Huskies","Huskies_G1","Huskies_D3","2H",855.014156,"Pass","Launch",8,44,25,26,-1,2456
"146",2,"Huskies","Huskies_D3","Huskies_M3","2H",858.468571,"Pass","Head pass",25,26,32,16,-1,2457
"147",2,"Huskies","Huskies_M3","Huskies_D4","2H",860.195737,"Pass","Simple pass",32,16,28,6,-1,2458
"148",2,"Huskies","Huskies_D4","Huskies_D3","2H",861.62282,"Pass","Simple pass",28,6,25,26,-1,2459
"149",2,"Huskies","Huskies_D3","Huskies_D4","2H",862.477883,"Pass","Simple pass",25,26,27,6,-1,2460
"150",2,"Huskies","Huskies_D4","Huskies_M3","2H",864.513987,"Pass","Simple pass",27,6,33,14,-1,2461
"151",2,"Huskies","Huskies_M3","Huskies_D3","2H",865.75307,"Pass","Simple pass",33,14,26,17,-1,2462
"152",2,"Huskies","Huskies_D3","Huskies_F2","2H",866.990797,"Pass","High pass",26,17,93,88,9,2463
"153",3,"Huskies","Huskies_G1","Huskies_D3","1H",404.145195,"Pass","Hand pass",12,53,23,20,-1,3096
"154",3,"Huskies","Huskies_D3","Huskies_D4","1H",408.237954,"Pass","Simple pass",23,20,31,6,-1,3097
"155",3,"Huskies","Huskies_D4","Huskies_D3","1H",409.785723,"Pass","Simple pass",31,6,20,17,-1,3098
"156",3,"Huskies","Huskies_D3","Huskies_M1","1H",411.810126,"Pass","Simple pass",20,17,40,32,-1,3099
"157",3,"Huskies","Huskies_M1","Huskies_F2","1H",415.27428,"Pass","Simple pass",40,32,59,24,-1,3100
"158",3,"Huskies","Huskies_F2","Huskies_M1","1H",416.381278,"Pass","Simple pass",59,24,48,30,-1,3101
"159",3,"Huskies","Huskies_M1","Huskies_F2","1H",419.117945,"Pass","Simple pass",48,30,65,17,-1,3102
"160",3,"Huskies","Huskies_F2","Huskies_M6","1H",421.126339,"Pass","Simple pass",65,17,63,9,-1,3103
"161",3,"Huskies","Huskies_M6","Huskies_D4","1H",422.891735,"Pass","Simple pass",63,9,51,6,-1,3104
"162",3,"Huskies","Huskies_D4","Huskies_M1","1H",424.655967,"Pass","Simple pass",51,6,50,18,-1,3105
"163",3,"Huskies","Huskies_M1","Huskies_D1","1H",427.504647,"Pass","Simple pass",50,18,47,73,-1,3106
"164",3,"Huskies","Huskies_D1","Huskies_D6","1H",430.360526,"Pass","Simple pass",47,73,58,88,12,3107
"165",3,"Huskies","Huskies_M4","Huskies_F2","1H",866.505545,"Pass","Simple pass",44,27,56,54,-1,3261
"166",3,"Huskies","Huskies_F2","Huskies_D6","1H",868.59002,"Pass","Simple pass",56,54,57,79,-1,3262
"167",3,"Huskies","Huskies_D6","Huskies_F2","1H",872.341962,"Pass","Simple pass",57,79,59,66,-1,3263
"168",3,"Huskies","Huskies_F2","Huskies_M4","1H",874.354845,"Pass","Simple pass",59,66,54,37,-1,3264
"169",3,"Huskies","Huskies_M4","Huskies_M1","1H",876.466722,"Pass","Simple pass",54,37,53,50,-1,3265
"170",3,"Huskies","Huskies_M1","Huskies_M4","1H",877.971355,"Pass","Simple pass",53,50,51,32,-1,3266
"171",3,"Huskies","Huskies_M4","Huskies_D4","1H",879.856629,"Pass","Simple pass",51,32,52,10,-1,3267
"172",3,"Huskies","Huskies_D4","Huskies_D3","1H",883.025256,"Pass","Simple pass",52,10,34,20,-1,3268
"173",3,"Huskies","Huskies_D3","Huskies_D1","1H",885.3742,"Pass","Simple pass",34,20,35,80,-1,3269
"174",3,"Huskies","Huskies_D1","Huskies_D6","1H",890.189288,"Pass","Simple pass",35,80,47,91,-1,3270
"175",3,"Huskies","Huskies_D6","Huskies_G1","1H",892.146116,"Pass","Simple pass",47,91,10,70,11,3271
"176",3,"Huskies","Huskies_D2","Huskies_M4","1H",923.371711,"Pass","Simple pass",66,64,64,59,-1,3277
"177",3,"Huskies","Huskies_M4","Huskies_M1","1H",924.244874,"Pass","Simple pass",64,59,55,68,-1,3278
"178",3,"Huskies","Huskies_M1","Huskies_D1","1H",928.364586,"Pass","Simple pass",55,68,37,80,-1,3279
"179",3,"Huskies","Huskies_D1","Huskies_F3","1H",931.489904,"Pass","Simple pass",37,80,67,72,-1,3280
"180",3,"Huskies","Huskies_F3","Huskies_D6","1H",931.787674,"Pass","Simple pass",67,72,58,89,-1,3281
"181",3,"Huskies","Huskies_D6","Huskies_F3","1H",934.384569,"Pass","Simple pass",58,89,44,79,-1,3282
"182",3,"Huskies","Huskies_F3","Huskies_M1","1H",935.457479,"Pass","Simple pass",44,79,50,49,-1,3283
"183",3,"Huskies","Huskies_M1","Huskies_D3","1H",939.682142,"Pass","Simple pass",50,49,38,17,-1,3284
"184",3,"Huskies","Huskies_D3","Huskies_D4","1H",941.991004,"Pass","Simple pass",38,17,56,13,-1,3285
"185",3,"Huskies","Huskies_D4","Huskies_D3","1H",945.275386,"Pass","Simple pass",56,13,29,18,-1,3286
"186",3,"Huskies","Huskies_D3","Huskies_D2","1H",947.900511,"Pass","Simple pass",29,18,22,48,-1,3287
"187",3,"Huskies","Huskies_D2","Huskies_D1","1H",950.393094,"Pass","Simple pass",22,48,29,69,-1,3288
"188",3,"Huskies","Huskies_D1","Huskies_F2","1H",953.633802,"Pass","Simple pass",29,69,62,66,13,3289
"189",3,"Huskies","Huskies_D1","Huskies_M4","1H",982.240384,"Pass","Simple pass",35,68,29,56,-1,3303
"190",3,"Huskies","Huskies_M4","Huskies_M1","1H",983.430769,"Pass","Simple pass",29,56,25,41,-1,3304
"191",3,"Huskies","Huskies_M1","Huskies_F3","1H",984.487516,"Pass","Simple pass",25,41,33,61,-1,3305
"192",3,"Huskies","Huskies_F3","Huskies_M6","1H",985.973034,"Pass","Simple pass",33,61,36,50,-1,3306
"193",3,"Huskies","Huskies_M6","Huskies_F2","1H",987.444217,"Pass","Simple pass",36,50,33,60,-1,3307
"194",3,"Huskies","Huskies_F2","Huskies_D6","1H",989.828914,"Pass","Simple pass",33,60,39,84,-1,3308
"195",3,"Huskies","Huskies_D6","Huskies_D1","1H",990.741517,"Pass","Simple pass",39,84,24,75,-1,3309
"196",3,"Huskies","Huskies_D1","Huskies_G1","1H",993.825562,"Pass","Simple pass",24,75,8,32,8,3310
"197",3,"Huskies","Huskies_D3","Huskies_M4","1H",1384.385291,"Pass","Simple pass",32,30,37,41,-1,3435
"198",3,"Huskies","Huskies_M4","Huskies_M1","1H",1386.401724,"Pass","Simple pass",37,41,38,32,-1,3436
"199",3,"Huskies","Huskies_M1","Huskies_F2","1H",1388.057252,"Pass","Simple pass",38,32,56,37,-1,3437
"200",3,"Huskies","Huskies_F2","Huskies_M6","1H",1391.265929,"Pass","Simple pass",56,37,62,27,-1,3438
"201",3,"Huskies","Huskies_M6","Huskies_D4","1H",1392.786228,"Pass","Simple pass",62,27,49,7,-1,3439
"202",3,"Huskies","Huskies_D4","Huskies_D3","1H",1394.993263,"Pass","Simple pass",49,7,23,22,-1,3440
"203",3,"Huskies","Huskies_D3","Huskies_M4","1H",1397.797992,"Pass","Simple pass",23,22,39,55,-1,3441
"204",3,"Huskies","Huskies_M4","Huskies_M1","1H",1403.110541,"Pass","Simple pass",39,55,52,42,-1,3442
"205",3,"Huskies","Huskies_M1","Huskies_F2","1H",1406.296422,"Pass","Simple pass",52,42,59,30,-1,3443
"206",3,"Huskies","Huskies_F2","Huskies_D6","1H",1409.229665,"Pass","High pass",59,30,82,97,10,3444
"207",3,"Huskies","Huskies_M4","Huskies_F2","1H",1923.71811,"Pass","High pass",61,70,85,90,-1,3591
"208",3,"Huskies","Huskies_F2","Huskies_M1","1H",1929.83966,"Pass","Simple pass",85,90,64,59,-1,3592
"209",3,"Huskies","Huskies_M1","Huskies_M6","1H",1932.320483,"Pass","Simple pass",64,59,73,44,-1,3593
"210",3,"Huskies","Huskies_M6","Huskies_M1","1H",1934.121326,"Pass","Simple pass",73,44,68,52,-1,3594
"211",3,"Huskies","Huskies_M1","Huskies_D3","1H",1934.891611,"Pass","Simple pass",68,52,64,25,-1,3595
"212",3,"Huskies","Huskies_D3","Huskies_D4","1H",1937.003453,"Pass","Simple pass",64,25,63,12,-1,3596
"213",3,"Huskies","Huskies_D4","Huskies_M1","1H",1939.970549,"Pass","Simple pass",63,12,67,15,-1,3597
"214",3,"Huskies","Huskies_M1","Huskies_D4","1H",1942.11958,"Pass","Simple pass",67,15,62,9,-1,3598
"215",3,"Huskies","Huskies_D4","Huskies_D4","1H",1944.06443,"Pass","Simple pass",62,9,59,21,-1,3599
"216",3,"Huskies","Huskies_D4","Huskies_D1","1H",1947.71256,"Pass","Simple pass",59,21,33,61,-1,3600
"217",3,"Huskies","Huskies_D1","Huskies_D2","1H",1953.944914,"Pass","Simple pass",33,61,33,45,-1,3601
"218",3,"Huskies","Huskies_D2","Huskies_M1","1H",1956.621768,"Pass","Simple pass",33,45,58,54,12,3602
"219",3,"Huskies","Huskies_M4","Huskies_D1","1H",2287.814288,"Pass","Simple pass",35,27,24,59,-1,3673
"220",3,"Huskies","Huskies_D1","Huskies_D2","1H",2293.20937,"Pass","Simple pass",24,59,22,47,-1,3674
"221",3,"Huskies","Huskies_D2","Huskies_M1","1H",2295.737093,"Pass","Simple pass",22,47,34,41,-1,3675
"222",3,"Huskies","Huskies_M1","Huskies_M6","1H",2297.922254,"Pass","Simple pass",34,41,49,26,-1,3676
"223",3,"Huskies","Huskies_M6","Huskies_D4","1H",2300.290211,"Pass","Simple pass",49,26,43,6,-1,3677
"224",3,"Huskies","Huskies_D4","Huskies_M1","1H",2302.570984,"Pass","Simple pass",43,6,36,34,-1,3678
"225",3,"Huskies","Huskies_M1","Huskies_M4","1H",2305.78042,"Pass","Simple pass",36,34,47,57,-1,3679
"226",3,"Huskies","Huskies_M4","Huskies_F3","1H",2308.069743,"Pass","Simple pass",47,57,69,63,8,3680
"227",3,"Huskies","Huskies_G1","Huskies_M1","1H",2514.540477,"Pass","Hand pass",13,53,43,43,-1,3744
"228",3,"Huskies","Huskies_M1","Huskies_D1","1H",2529.489072,"Pass","Simple pass",43,43,22,72,-1,3745
"229",3,"Huskies","Huskies_D1","Huskies_D2","1H",2533.786685,"Pass","Simple pass",22,72,26,54,-1,3746
"230",3,"Huskies","Huskies_D2","Huskies_M4","1H",2535.394269,"Pass","Simple pass",26,54,40,50,-1,3747
